Timestamp,Current Position,Firm Name,Commercial or Federal Practice,Title Position,Country,Base Salary (USD),Estimated Annual Bonus (USD),Expected total compensation,Average hours per week of work,Received offer from other company this year
9/29/2021 16:31:45,Yes,Deloitte,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,135600,16500,152100,50-59,No
9/30/2021 8:55:15,Yes,Other or Boutique,Commercial/non-federal Practice,Senior Manager,United States of America,135000,17500,152500,40-49,No
10/5/2021 12:08:09,Yes,PwC,Not Applicable or Don't Know,Senior Consultant/Senior Associate,United States of America,139000,13900,152900,40-49,Yes
10/1/2021 10:14:21,Yes,Accenture,Commercial/non-federal Practice,Consultant/Associate,United States of America,138000,15000,153000,60-69,No
9/29/2021 12:00:24,Yes,Deloitte,Federal/government Practice,Manager,United States of America,125000,28000,153000,50-59,No
9/29/2021 23:42:35,Yes,Deloitte,Commercial/non-federal Practice,Manager,United States of America,138000,15000,153000,50-59,No
9/29/2021 13:53:42,Yes,Deloitte,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,103000,50000,153000,60-69,No
10/1/2021 13:12:35,Yes,Other or Boutique,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,128000,25000,153000,<40,No
9/29/2021 18:57:11,Yes,Deloitte,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,131000,22000,153000,50-59,No
9/29/2021 15:53:53,No,,,,United States of America,127500,25500,153000,40-49,Yes
9/30/2021 15:22:38,Yes,Other or Boutique,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,130000,23400,153400,40-49,No
10/2/2021 0:19:24,Yes,Deloitte,Commercial/non-federal Practice,Manager,United States of America,131200,22500,153700,60-69,Yes
10/1/2021 1:04:34,Yes,EY,Commercial/non-federal Practice,Manager,United States of America,140000,14000,154000,40-49,No
9/29/2021 11:48:37,Yes,EY,Commercial/non-federal Practice,Manager,United States of America,144000,10000,154000,50-59,Yes
9/29/2021 11:31:57,Yes,Other or Boutique,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,140000,14000,154000,40-49,No
9/29/2021 11:47:13,Yes,Deloitte,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,140000,14000,154000,50-59,No
10/1/2021 18:00:40,Yes,Other or Boutique,Commercial/non-federal Practice,Senior Manager,United States of America,138000,16000,154000,40-49,No
9/30/2021 8:43:15,Yes,Other or Boutique,Commercial/non-federal Practice,Senior Manager,United States of America,140000,14000,154000,<40,No
10/5/2021 8:42:57,Yes,Other or Boutique,Commercial/non-federal Practice,Consultant/Associate,United States of America,110000,45000,155000,50-59,No
9/29/2021 14:11:55,Yes,Other or Boutique,Commercial/non-federal Practice,Manager,United States of America,125000,30000,155000,40-49,Yes
10/5/2021 15:57:13,Yes,Deloitte,Commercial/non-federal Practice,Manager,United States of America,125000,30000,155000,60-69,No
10/1/2021 12:39:37,Yes,Cognizant,Commercial/non-federal Practice,Manager,United States of America,140000,15000,155000,<40,No
9/29/2021 10:50:19,Yes,Deloitte,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,125000,30000,155000,40-49,No
9/29/2021 20:40:30,Yes,Deloitte,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,125000,30000,155000,40-49,No
10/2/2021 7:07:05,Yes,Deloitte,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,130000,25000,155000,60-69,Yes
9/29/2021 20:17:46,Yes,Other or Boutique,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,135000,20000,155000,40-49,Yes
10/1/2021 0:48:24,Yes,Other or Boutique,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,135000,20000,155000,60-69,No
9/29/2021 21:38:58,Yes,Other or Boutique,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,145000,10000,155000,50-59,Yes
9/30/2021 12:35:03,Yes,Deloitte,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,145000,10000,155000,60-69,No
9/30/2021 20:35:52,Yes,Other or Boutique,Commercial/non-federal Practice,Senior Manager,United States of America,125000,30000,155000,40-49,No
9/30/2021 10:18:41,Yes,Accenture,Federal/government Practice,Senior Manager,United States of America,145000,10000,155000,<40,No
10/5/2021 13:31:26,Yes,Other or Boutique,Commercial/non-federal Practice,Senior Manager,United States of America,150000,5000,155000,40-49,No
9/30/2021 10:59:02,No,,,,United States of America,75000,80000,155000,40-49,No
9/29/2021 21:25:55,No,,,,United States of America,135000,20000,155000,<40,No
9/29/2021 23:47:51,No,,,,United States of America,150000,5000,155000,40-49,Yes
10/1/2021 21:56:56,Yes,Deloitte,Federal/government Practice,Manager,United States of America,131000,25000,156000,40-49,No
10/5/2021 8:50:31,Yes,Other or Boutique,Commercial/non-federal Practice,Manager,United States of America,148000,8000,156000,50-59,No
9/30/2021 21:11:37,Yes,Deloitte,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,113000,43000,156000,40-49,Yes
9/30/2021 23:17:27,Yes,Deloitte,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,140000,16000,156000,60-69,No
9/29/2021 12:04:00,Yes,KPMG,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,151000,5000,156000,40-49,No
10/5/2021 9:02:33,Yes,Protiviti,Not Applicable or Don't Know,Senior Manager,United States of America,131000,25000,156000,40-49,No
10/1/2021 18:28:39,Yes,Other or Boutique,Federal/government Practice,Senior Manager,United States of America,146000,10000,156000,40-49,No
9/29/2021 10:53:39,Yes,Accenture,Commercial/non-federal Practice,Manager,United States of America,142000,15000,157000,70-79,Yes
9/29/2021 17:54:21,Yes,Other or Boutique,Federal/government Practice,Manager,United States of America,142000,15000,157000,40-49,No
10/1/2021 14:38:49,Yes,PwC,Commercial/non-federal Practice,Manager,United States of America,150000,7000,157000,50-59,No
10/5/2021 13:41:31,Yes,Deloitte,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,137000,20000,157000,50-59,Yes
10/2/2021 0:21:01,Yes,Deloitte,Federal/government Practice,Consultant/Associate,United States of America,74000,83400,157400,40-49,No
9/29/2021 21:02:02,Yes,EY,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,150500,7000,157500,<40,Yes
9/29/2021 20:49:08,Yes,Other or Boutique,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,136000,21760,157760,80,Yes
9/30/2021 8:37:42,Yes,EY,Commercial/non-federal Practice,Manager,United States of America,150000,7900,157900,40-49,No
9/30/2021 8:55:39,Yes,EY,Commercial/non-federal Practice,Manager,United States of America,148000,10000,158000,40-49,No
9/30/2021 4:24:55,Yes,KPMG,Commercial/non-federal Practice,Manager,United States of America,150000,8000,158000,40-49,No
9/29/2021 19:26:00,Yes,Other or Boutique,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,150000,8000,158000,40-49,No
9/30/2021 8:16:18,Yes,Other or Boutique,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,145000,13500,158500,50-59,No
9/29/2021 18:06:20,Yes,Other or Boutique,Commercial/non-federal Practice,Manager,United States of America,143700,15000,158700,40-49,No
9/29/2021 16:50:53,Yes,Other or Boutique,Not Applicable or Don't Know,Manager,United States of America,139000,20000,159000,60-69,Yes
9/30/2021 21:28:54,Yes,Guidehouse/Navigant,Federal/government Practice,Senior Consultant/Senior Associate,United States of America,140000,19000,159000,40-49,No
10/12/2021 14:08:47,Yes,Other or Boutique,Not Applicable or Don't Know,Analyst,United States of America,80000,80000,160000,<40,No
9/29/2021 20:08:13,Yes,Other or Boutique,Commercial/non-federal Practice,Consultant/Associate,United States of America,140000,20000,160000,40-49,Yes
9/29/2021 12:52:17,Yes,Deloitte,Commercial/non-federal Practice,Manager,United States of America,130000,30000,160000,40-49,No
9/29/2021 21:35:16,Yes,Deloitte,Commercial/non-federal Practice,Manager,United States of America,130000,30000,160000,40-49,No
9/29/2021 22:04:28,Yes,Deloitte,Federal/government Practice,Manager,United States of America,130000,30000,160000,40-49,No
9/30/2021 12:17:43,Yes,Deloitte,Commercial/non-federal Practice,Manager,United States of America,140000,20000,160000,40-49,Yes
9/29/2021 19:00:42,Yes,Other or Boutique,Commercial/non-federal Practice,Manager,United States of America,145000,15000,160000,50-59,Yes
9/29/2021 21:16:08,Yes,Accenture,Federal/government Practice,Manager,United States of America,145000,15000,160000,50-59,Yes
9/29/2021 15:09:48,Yes,Other or Boutique,Commercial/non-federal Practice,Manager,United States of America,150000,10000,160000,40-49,No
9/30/2021 11:32:55,Yes,EY,Commercial/non-federal Practice,Manager,United States of America,153000,7000,160000,50-59,No
9/29/2021 16:25:00,Yes,Other or Boutique,Commercial/non-federal Practice,"Managing Director, Principal, Partner, or C-suite",United States of America,140000,20000,160000,50-59,No
10/1/2021 14:00:00,Yes,Deloitte,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,128000,32000,160000,50-59,No
10/5/2021 9:14:27,Yes,Other or Boutique,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,135000,25000,160000,70-79,Yes
9/29/2021 10:45:27,Yes,Guidehouse/Navigant,Federal/government Practice,Senior Consultant/Senior Associate,United States of America,140000,20000,160000,40-49,No
9/30/2021 7:43:11,Yes,EY,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,140000,20000,160000,50-59,No
9/30/2021 2:57:17,Yes,Deloitte,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,150000,10000,160000,40-49,No
10/5/2021 8:30:02,Yes,Other or Boutique,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,150000,10000,160000,60-69,No
9/30/2021 15:02:51,Yes,Deloitte,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,155000,5000,160000,50-59,Yes
9/29/2021 19:54:29,Yes,Other or Boutique,Federal/government Practice,Senior Manager,United States of America,145000,15000,160000,60-69,No
9/29/2021 13:39:00,Yes,Other or Boutique,Commercial/non-federal Practice,Senior Manager,United States of America,150000,10000,160000,50-59,No
9/29/2021 20:54:25,Yes,Other or Boutique,Federal/government Practice,Senior Manager,United States of America,150000,10000,160000,40-49,Yes
10/1/2021 11:10:26,Yes,Other or Boutique,Federal/government Practice,Senior Manager,United States of America,150000,10000,160000,<40,No
9/29/2021 12:49:02,No,,,,United States of America,120000,40000,160000,<40,No
9/29/2021 12:46:11,No,,,,United States of America,138000,22000,160000,40-49,No
10/5/2021 15:54:35,No,,,,United States of America,140000,20000,160000,40-49,No
9/30/2021 9:00:12,No,,,,United States of America,145000,15000,160000,<40,No
9/29/2021 22:42:39,Yes,Deloitte,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,150300,10000,160300,40-49,No
9/30/2021 19:08:59,Yes,Other or Boutique,Commercial/non-federal Practice,Manager,United States of America,131000,30000,161000,40-49,No
9/30/2021 19:34:11,Yes,Other or Boutique,Commercial/non-federal Practice,Manager,United States of America,140000,21000,161000,40-49,No
9/29/2021 22:30:14,Yes,Accenture,Commercial/non-federal Practice,Manager,United States of America,151000,10000,161000,50-59,No
10/1/2021 8:54:27,Yes,Other or Boutique,Commercial/non-federal Practice,"Managing Director, Principal, Partner, or C-suite",United States of America,146000,15000,161000,40-49,No
9/29/2021 18:06:46,Yes,Deloitte,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,136000,25000,161000,50-59,No
9/29/2021 19:44:11,Yes,Accenture,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,158000,3000,161000,60-69,No
10/1/2021 0:03:23,Yes,Deloitte,Commercial/non-federal Practice,Manager,United States of America,140000,22000,162000,40-49,No
10/5/2021 8:55:04,Yes,Deloitte,Federal/government Practice,Manager,United States of America,140000,22000,162000,50-59,No
9/30/2021 1:07:39,Yes,Other or Boutique,Commercial/non-federal Practice,Manager,United States of America,141000,21000,162000,60-69,Yes
9/29/2021 16:39:34,Yes,Other or Boutique,Commercial/non-federal Practice,Manager,United States of America,142000,20000,162000,40-49,No
9/30/2021 15:53:49,Yes,Other or Boutique,Commercial/non-federal Practice,Manager,United States of America,150000,12000,162000,<40,Yes
10/1/2021 16:05:40,Yes,KPMG,Commercial/non-federal Practice,Manager,United States of America,158000,4000,162000,40-49,No
10/5/2021 8:42:41,Yes,Strategy&,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,152000,10000,162000,60-69,No
9/30/2021 20:28:39,Yes,Other or Boutique,Commercial/non-federal Practice,Senior Manager,United States of America,132000,30000,162000,50-59,No
10/1/2021 14:59:36,Yes,Other or Boutique,Commercial/non-federal Practice,Senior Manager,United States of America,147000,15000,162000,40-49,No
10/5/2021 8:34:37,Yes,Deloitte,Commercial/non-federal Practice,Manager,United States of America,136200,26000,162200,40-49,No
9/29/2021 11:28:50,Yes,Other or Boutique,Not Applicable or Don't Know,Manager,United States of America,130000,32500,162500,50-59,No
9/30/2021 6:17:47,Yes,PwC,Commercial/non-federal Practice,Manager,United States of America,140000,23000,163000,50-59,No
9/29/2021 16:32:24,Yes,Accenture,Commercial/non-federal Practice,Manager,United States of America,145000,18000,163000,50-59,No
10/1/2021 23:08:52,Yes,EY,Not Applicable or Don't Know,Manager,United States of America,148000,15000,163000,50-59,No
9/30/2021 10:17:11,Yes,Deloitte,Federal/government Practice,Senior Consultant/Senior Associate,United States of America,125000,38000,163000,40-49,No
9/29/2021 10:35:36,Yes,Other or Boutique,Commercial/non-federal Practice,Consultant/Associate,United States of America,147000,17000,164000,50-59,No
9/29/2021 22:50:34,Yes,PwC,Commercial/non-federal Practice,Manager,United States of America,143000,21000,164000,50-59,No
10/1/2021 9:56:48,Yes,EY,Commercial/non-federal Practice,Manager,United States of America,150000,14000,164000,60-69,No
10/2/2021 9:09:22,Yes,Booz Allen Hamilton,Federal/government Practice,Manager,United States of America,162000,2000,164000,40-49,Yes
9/29/2021 20:29:37,Yes,PwC,Not Applicable or Don't Know,Senior Manager,United States of America,144000,20000,164000,50-59,No
9/30/2021 19:26:01,Yes,Accenture,Commercial/non-federal Practice,Manager,United States of America,144400,20000,164400,40-49,Yes
